Title,Location,Price,Size,Listing_Type
مركز صيانة السيارات,", Al Maabilah, 793919XX","7,000 OMR",300.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 970907XX","10,000 OMR",150.0,for sale
200 m2 4 Bedrooms Apartments for Sale in Muscat Yiti,", Yiti, 911557XX","170,000 OMR",200.0,for sale
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 996093XX","26,500 OMR",150.0,for sale
145 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 990020XX","33,000 OMR",145.0,for sale
350 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 993661XX","78,000 OMR",350.0,for sale
Commercial Land for Sale in Al Dakhiliya Sumail,", Sumail, 992628XX","37,000 OMR",150.0,for sale
Mixed Use Land for Sale in Buraimi Al Buraimi,", Al Buraimi, 993511XX","4,100 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 959988XX","53,000 OMR",150.0,for sale
محل للبيع في غلا من الممالك مع تنازل ملكية,", Ghala, 939324XX","19,000 OMR",21.0,for sale
One-Bedroom Fully Furnished Apartment – Great Price!,", Muscat Hills, 979424XX","75,190 OMR",95.0,for sale
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 998484XX","5,800 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 928331XX","14,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 974494XX","38,000 OMR",150.0,for sale
305 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 906006XX","67,000 OMR",305.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 956122XX",999 OMR,150.0,for sale
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 919204XX","10,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 988969XX","90,000 OMR",150.0,for sale
350 m2 3 Bedrooms Apartments for Sale in Muscat Qurm,", Qurm, 912880XX","3,500 OMR",350.0,for sale
420 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 966220XX","84,000 OMR",420.0,for sale
4 Bedrooms Farms for Sale in Al Batinah Al Masnaah,", Al Masnaah, 793300XX","1,000 OMR",700.0,for sale
Residential Land for Sale in Muscat Al-Sifah,", Al-Sifah, 982115XX","30,000 OMR",150.0,for sale
62 m2 1 Bedroom Apartments for Sale in Muscat Al Mawaleh,", Al Mawaleh, 955427XX","19,000 OMR",62.0,for sale
صالون تجميل نسائي للبيع,", Al Maabilah, 911921XX","3,000 OMR",100.0,for sale
للبيع فندق 3 نجوم في الدقم بدخل شهري من 25 إلي 35 ألف شهريا يتكون من 86 غرفه Hotel for sale 3 stars,", Al Duqum, 954424XX","3,700,000 OMR",5000.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 977366XX","130,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Amerat,", Amerat, 923286XX","74,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Amerat,", Amerat, 923286XX","13,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 923286XX","6,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 923286XX","20,000 OMR",150.0,for sale
500 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 923566XX","189,000 OMR",500.0,for sale
672 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 923566XX","335,000 OMR",672.0,for sale
Mixed Use Land for Sale in Al Dhahirah Ibri,", Ibri, 991718XX","28,000 OMR",150.0,for sale
88 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 966557XX","23,000 OMR",88.0,for sale
300 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 952216XX","65,000 OMR",300.0,for sale
صالون رجالي للبيع بصفة مستعجلة,", Amerat, 947747XX","2,700 OMR",15.0,for sale
508 m2 More than 6 bedrooms Villa for Sale in Muscat Ansab,", Ansab, 923566XX","250,000 OMR",508.0,for sale
760 m2 More than 6 bedrooms Villa for Sale in Muscat Ansab,", Ansab, 923566XX","350,000 OMR",760.0,for sale
154 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 767550XX","22,000 OMR",154.0,for sale
300 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Khoud,", Al Khoud, 922136XX","85,000 OMR",300.0,for sale
310 m2 3 Bedrooms Townhouse for Sale in Muscat Bosher,", Bosher, 939599XX","92,000 OMR",310.0,for sale
Commercial Land for Sale in Al Batinah Al Rumais,", Al Rumais, 909105XX","95,000 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ibra,", Ibra, 768185XX","7,000 OMR",150.0,for sale
220 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 947008XX","37,000 OMR",220.0,for sale
410 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 923700XX","143,000 OMR",410.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 923997XX","6,600 OMR",150.0,for sale
Supermarket     5shtter.  500 rent,", Al Rumais, 786611XX","19,000 OMR",150.0,for sale
103 m2 2 Bedrooms Apartments for Sale in Muscat Wadi Al Kabir,", Wadi Al Kabir, 926643XX","31,000 OMR",103.0,for sale
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 996193XX","30,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 985424XX","110,000 OMR",150.0,for sale
Farm Land for Sale in Al Sharqiya Ibra,", Ibra, 954424XX","80,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 775543XX","54,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 775543XX","31,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 775543XX","54,000 OMR",150.0,for sale
356 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 990392XX","55,000 OMR",356.0,for sale
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 775543XX","175,000 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 775543XX","47,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 775543XX","14,900 OMR",150.0,for sale
Commercial Land for Sale in Muscat Amerat,", Amerat, 775543XX","39,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 775543XX","44,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 775543XX","12,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 775543XX","10,500 OMR",150.0,for sale
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 954462XX","1,600 OMR",150.0,for sale
Digital dental laboratory for sell or partnership or investment,", Seeb, 932677XX","50,000 OMR",150.0,for sale
254 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 925418XX","53,000 OMR",254.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 925418XX","65,000 OMR",150.0,for sale
240 m2 4 Bedrooms Townhouse for Sale in Al Dakhiliya Izki,", Izki, 992387XX","50,000 OMR",240.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 961420XX","105,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 922949XX","45,000 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 790698XX","4,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Liwa,", Liwa, 951458XX","12,000 OMR",150.0,for sale
للبيع محل juice and S,", Rustaq, 929620XX","11,000 OMR",30.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 768170XX","11,011 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 799976XX","5,500 OMR",150.0,for sale
عقار تجاري يوجد به مطعم مع سكن,", Al Buraimi, 981861XX","45,000 OMR",120.0,for sale
Building for Sale in Muscat Al Khuwair,", Al Khuwair, 993228XX","420,000 OMR",520.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 923270XX","55,000 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ibra,", Ibra, 799300XX","5,500 OMR",150.0,for sale
urgent shop sales Al noman China mart,", Barka, 781957XX","6,500 OMR",4.0,for sale
130 m2 4 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 906900XX","36,000 OMR",130.0,for sale
Residential Land for Sale in Al Sharqiya Al Qabil,", Al Qabil, 911144XX","15,000 OMR",150.0,for sale
348 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 956578XX","77,000 OMR",348.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 990005XX","3,900 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 953065XX","44,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 926568XX","17,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 946607XX","6,500 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ibra,", Ibra, 926568XX","9,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 926568XX","5,950 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 951659XX","10,800 OMR",150.0,for sale
صالون حلاقه رجالي,", Ghala, 939263XX","12,000 OMR",1.0,for sale
محل غسيل وكي الملابس (اوتوماتيك),", Sohar, 976895XX","1,500 OMR",180.0,for sale
Commercial Land for Sale in Al Batinah Saham,", Saham, 993758XX","28,000 OMR",150.0,for sale
عمارة للبيع,", Al Buraimi, 901334XX","45,000 OMR",120.0,for sale
140 m2 3 Bedrooms Apartments for Sale in Muscat Amerat,", Amerat, 992144XX","32,000 OMR",140.0,for sale
Commercial Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 977891XX","39,999 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 946607XX","10,500 OMR",150.0,for sale
318 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 932242XX","70,000 OMR",318.0,for sale
For Sale: Brand New 6 Bedroom Modern Twin Villas I Al Maabilah 6  REF KT5013,", Al Maabilah, 990028XX","90,000 OMR",375.0,for sale
220 m2 3 Bedrooms Villa for Sale in Muscat Other,", Other, 961420XX","320,000 OMR",220.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 951551XX","2,850 OMR",150.0,for sale
600 m2 3 Bedrooms Townhouse for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 919867XX","28,000 OMR",600.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 909105XX","24,500 OMR",150.0,for sale
Urgent sale ا Apartment for sale ا 2-Br اmuscat mouj  Cpoчнaя пpoдaжa или Kвapтиpa нa пpoдaжy в 2-кo,", Al Mouj, 939918XX","125,000 OMR",110.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 988969XX","100,000 OMR",150.0,for sale
233 m2 4 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 954450XX","57,000 OMR",233.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 988969XX","135,000 OMR",150.0,for sale
122 m2 2 Bedrooms Apartments for Sale in Muscat Seeb,", Seeb, 988969XX","59,000 OMR",122.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 988969XX","175,000 OMR",150.0,for sale
325 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 988969XX","120,000 OMR",325.0,for sale
907 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","1,406,000 OMR",907.0,for sale
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 929548XX","17,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 965065XX","36,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 985568XX","11,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 771267XX","25,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 985568XX","7,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Ghala,", Ghala, 715560XX","600,000 OMR",150.0,for sale
333 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 944977XX","67,000 OMR",333.0,for sale
#REF1111    فرصة للاستثمار  محلات تجارية في مشروع الخوض 325,", Al Khoud, 905099XX","28,392 OMR",33.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 988969XX","50,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 923997XX","1,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 715560XX","38,000 OMR",150.0,for sale
For Sale: New Modern 5+1 Luxury Villa with Covered Parking – Premium Finishing I Bousher  REF SS3004,", Bosher, 990028XX","420,000 OMR",1249.0,for sale
Residential Land for Sale in Al Sharqiya Dima and Al Taaiyin,", Dima and Al Taaiyin, 923510XX","5,300 OMR",150.0,for sale
55 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 977195XX","27,900 OMR",55.0,for sale
6 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mawaleh,", Al Mawaleh, 955401XX","200,000 OMR",6.0,for sale
90 m2 2 Bedrooms Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 723700XX","42,000 OMR",90.0,for sale
For Sale: 5-Bedroom Villa with Garden & Rooftop Terraces – Al Ghubrah North  REF HO3005,", Ghubrah, 990028XX","140,000 OMR",272.0,for sale
100000 m2 3 Bedrooms Townhouse for Sale in Al Dakhiliya Other,", Other, 908523XX","135,000 OMR",100000.0,for sale
50 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 950000XX","27,000 OMR",50.0,for sale
60 m2 Studio Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 950000XX","17,000 OMR",60.0,for sale
امتلك مكتبك الذكي الآن في أرقى مواقع المعبيلة – واجهة مباشرة على الشارع العام,", Al Maabilah, 950000XX","36,000 OMR",95.0,for sale
فرصة ذهبية  محل تجاري للبيع على الخط الأول في المعبيلة,", Al Maabilah, 950000XX","39,000 OMR",36.0,for sale
67 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 950000XX","21,500 OMR",67.0,for sale
110 m2 3 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 950000XX","41,000 OMR",110.0,for sale
106 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,", Bosher, 950000XX","42,000 OMR",106.0,for sale
85 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 950000XX","34,000 OMR",85.0,for sale
120 m2 3 Bedrooms Apartments for Sale in Muscat Ghubrah,", Ghubrah, 950000XX","52,000 OMR",120.0,for sale
60 m2 1 Bedroom Apartments for Sale in Muscat Al-Hail,", Al-Hail, 950000XX","24,000 OMR",60.0,for sale
67 m2 1 Bedroom Apartments for Sale in Muscat Azaiba,", Azaiba, 950000XX","25,000 OMR",67.0,for sale
60 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,", Al Khoud, 950000XX","27,000 OMR",60.0,for sale
for limmited time best offer for special flat in juman 2,", Al Mouj, 901003XX","210,000 OMR",145.0,for sale
More than 6 bedrooms Farms for Sale in Al Batinah Barka,", Barka, 901003XX","330,000 OMR",6600.0,for sale
61 m2 1 Bedroom Apartments for Sale in Muscat Al-Sifah,", Al-Sifah, 919595XX","53,500 OMR",61.0,for sale
400 m2 More than 6 bedrooms Villa for Sale in Muscat sultan haitham city,", sultan haitham city, 944977XX","95,000 OMR",400.0,for sale
60 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 990134XX","17,500 OMR",60.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 777777XX","26,000 OMR",150.0,for sale
359 m2 More than 6 bedrooms Villa for Sale in Muscat Amerat,", Amerat, 990741XX","76,000 OMR",359.0,for sale
360 m2 More than 6 bedrooms Villa for Sale in Muscat Seeb,", Seeb, 921668XX","75,000 OMR",360.0,for sale
Building for Sale in Muscat Bosher,", Bosher, 922901XX","265,000 OMR",220.0,for sale
For Sale: Dream Villa – A Spacious and Modern Villa in Al Khoud 7  REF WT2114,", Al Khoud, 990028XX","200,000 OMR",400.0,for sale
Residential Land for Sale in Al Dhahirah Ibri,", Ibri, 973765XX","3,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 922901XX","55,000 OMR",150.0,for sale
تملك محلك التجاري في أقوى سوق في ولاية بركاء على اول خط رئيسي من شارع السلطان قابوس وبأقساط ل 30 شهر,", Barka, 771110XX","30,160 OMR",30.0,for sale
For Sale: Dream Villa – A Modern Smart Home in Al Khoud 7  REF WT2113,", Al Khoud, 990028XX","230,000 OMR",400.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 929099XX","13,000 OMR",150.0,for sale
luxury flat in muscat hills with 3years installment,", Muscat Hills, 901003XX","47,000 OMR",67.0,for sale
luxury flat in muscat hills with 3years installment,", Muscat Hills, 901003XX","65,000 OMR",65.0,for sale
برج المعرفة 2: محلات تجارية للبيع في موقع حيوي في قلب الخوض السادسة (حي المعرفة) قريب من جامع الباسط,", Seeb, 997000XX","28,500 OMR",38.0,for sale
82 m2 1 Bedroom Apartments for Sale in Muscat Al-Sifah,", Al-Sifah, 919595XX","60,000 OMR",82.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 992510XX","8,800 OMR",150.0,for sale
4 Bedrooms Farms for Sale in Dhofar Salala,", Salala, 998907XX","154,000 OMR",417.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 992510XX","5,900 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 997304XX","12,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 923997XX","6,300 OMR",150.0,for sale
Residential Land for Sale in Al Wustaa Mahut,", Mahut, 902000XX","1,650 OMR",150.0,for sale
Exclusive Studio with Stunning View for Sale in Hawana Salalah,", Salala, 919595XX","45,000 OMR",38.0,for sale
Residential Land for Sale in Buraimi Al Buraimi,", Al Buraimi, 929126XX","3,000 OMR",150.0,for sale
Exclusive Studio with Stunning View for Sale in Jebel Sifah,", Al-Sifah, 919595XX","48,000 OMR",58.0,for sale
580 m2 More than 6 bedrooms Villa for Sale in Al Batinah Al Rumais,", Al Rumais, 965260XX","78,000 OMR",580.0,for sale
281 m2 More than 6 bedrooms Townhouse for Sale in Muscat Wadi Al Kabir,", Wadi Al Kabir, 955808XX","40,000 OMR",281.0,for sale
275 m2 4 Bedrooms Villa for Sale in Muscat Ansab,", Ansab, 998839XX","90,000 OMR",275.0,for sale
Commercial Land for Sale in Al Batinah Other,", Other, 982662XX","550,000 OMR",150.0,for sale
400 m2 More than 6 bedrooms Villa for Sale in Al Batinah Sohar,", Sohar, 928998XX","80,000 OMR",400.0,for sale
Residential Land for Sale in Muscat Al Jafnayn,", Al Jafnayn, 911889XX","49,000 OMR",150.0,for sale
"I have a cafeteria new looks ,and prepare recently",", Ibri, 944236XX","3,000 OMR",60.0,for sale
130 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 959585XX","30,000 OMR",130.0,for sale
Residential Land for Sale in Al Batinah Wadi Al Ma'awal,", Wadi Al Ma'awal, 982857XX","5,000 OMR",150.0,for sale
97 m2 2 Bedrooms Apartments for Sale in Muscat Ghubrah,", Ghubrah, 722264XX","44,000 OMR",97.0,for sale
345 m2 5 Bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 966901XX","124,000 OMR",345.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 963558XX","13,000 OMR",150.0,for sale
